epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,1167.01,1.2773,0.56021,1.1396,0.93992,0.96438,0.98455,0.61844,1.38855,0.56894,1.26843,0.000597754,0.000597754,0.000597754
46,1192.67,1.2653,0.56676,1.12718,0.94557,0.9589,0.98291,0.62156,1.36096,0.53161,1.26007,0.000582435,0.000582435,0.000582435
47,1218.57,1.25208,0.58045,1.12321,0.95171,0.94484,0.98591,0.62089,1.3659,0.5215,1.25625,0.00056704,0.00056704,0.00056704
48,1244.31,1.27155,0.56391,1.14127,0.95123,0.9726,0.98676,0.62462,1.35566,0.51571,1.25289,0.000551584,0.000551584,0.000551584
49,1270.05,1.2456,0.55691,1.12797,0.92834,0.9589,0.98641,0.63225,1.34819,0.55679,1.25845,0.000536081,0.000536081,0.000536081
50,1295.91,1.24923,0.57165,1.1378,0.9455,0.9506,0.98565,0.62376,1.36277,0.54117,1.26583,0.000520548,0.000520548,0.000520548
51,1321.72,1.24389,0.54368,1.13178,0.95814,0.94521,0.98648,0.62591,1.36019,0.52694,1.2565,0.000505,0.000505,0.000505
52,1347.56,1.22789,0.55166,1.11004,0.94386,0.9589,0.98351,0.61229,1.35956,0.52614,1.27668,0.000489452,0.000489452,0.000489452
53,1373.37,1.25129,0.5557,1.11288,0.9578,0.95205,0.98679,0.62681,1.35206,0.54114,1.2671,0.000473919,0.000473919,0.000473919
54,1399.23,1.23205,0.54818,1.1192,0.95966,0.95205,0.98819,0.62189,1.34654,0.51281,1.24725,0.000458416,0.000458416,0.000458416
55,1425.17,1.23592,0.55416,1.137,0.96851,0.93836,0.9871,0.64014,1.31025,0.53526,1.24088,0.00044296,0.00044296,0.00044296
56,1451.05,1.21998,0.5398,1.10581,0.9615,0.94521,0.98593,0.62631,1.36448,0.5494,1.2553,0.000427565,0.000427565,0.000427565
57,1476.91,1.2141,0.53429,1.11841,0.97357,0.94521,0.98568,0.62825,1.34994,0.53319,1.24742,0.000412246,0.000412246,0.000412246
58,1502.74,1.21279,0.53782,1.11187,0.96575,0.96562,0.98934,0.6338,1.33765,0.5151,1.23553,0.000397019,0.000397019,0.000397019
59,1528.52,1.21245,0.52686,1.12152,0.97668,0.93836,0.98557,0.62256,1.34927,0.51986,1.24825,0.000381899,0.000381899,0.000381899
60,1554.35,1.18634,0.50844,1.10381,0.95473,0.9589,0.98839,0.64729,1.32123,0.51287,1.2378,0.000366899,0.000366899,0.000366899
61,1580.24,1.20764,0.52196,1.09465,0.93408,0.97053,0.98582,0.64676,1.31572,0.51332,1.24078,0.000352037,0.000352037,0.000352037
62,1606.03,1.21635,0.51201,1.10323,0.94652,0.96986,0.98712,0.63772,1.33137,0.50001,1.2543,0.000337325,0.000337325,0.000337325
63,1631.76,1.18443,0.51613,1.10451,0.94699,0.97888,0.98206,0.64184,1.32938,0.51101,1.23263,0.000322778,0.000322778,0.000322778
64,1657.48,1.15188,0.51193,1.07832,0.93308,0.9551,0.97943,0.63216,1.33702,0.58352,1.24388,0.000308412,0.000308412,0.000308412
65,1683.3,1.16935,0.50771,1.0852,0.94796,0.9589,0.98086,0.64391,1.31583,0.51106,1.23997,0.000294239,0.000294239,0.000294239
66,1709.02,1.1568,0.49757,1.08688,0.94682,0.9589,0.98674,0.64484,1.32126,0.50721,1.24412,0.000280275,0.000280275,0.000280275
67,1734.91,1.15876,0.49204,1.09345,0.94009,0.96727,0.98181,0.6308,1.32468,0.52659,1.2432,0.000266532,0.000266532,0.000266532
68,1760.64,1.15365,0.49261,1.08075,0.95135,0.96575,0.98628,0.63751,1.31735,0.51641,1.23668,0.000253024,0.000253024,0.000253024
69,1786.47,1.14869,0.49215,1.08825,0.94696,0.9783,0.98655,0.63918,1.31865,0.51846,1.2449,0.000239766,0.000239766,0.000239766
70,1812.34,1.12256,0.47506,1.06717,0.94313,0.97945,0.98485,0.63892,1.30823,0.50513,1.2468,0.000226769,0.000226769,0.000226769
71,1838.11,1.13071,0.48037,1.07096,0.96273,0.94521,0.98308,0.64673,1.32879,0.50602,1.25571,0.000214046,0.000214046,0.000214046
72,1864,1.14185,0.49551,1.08203,0.93476,0.98145,0.98427,0.65437,1.29055,0.49899,1.23815,0.000201611,0.000201611,0.000201611
73,1889.87,1.12571,0.48419,1.05799,0.92707,0.99315,0.98478,0.64522,1.31303,0.49202,1.25338,0.000189475,0.000189475,0.000189475
74,1915.78,1.12808,0.46824,1.08923,0.9574,0.94521,0.98677,0.64266,1.30613,0.51199,1.23675,0.000177651,0.000177651,0.000177651
75,1941.57,1.11958,0.473,1.07143,0.92852,0.97873,0.98291,0.64352,1.3022,0.52041,1.22914,0.000166149,0.000166149,0.000166149
76,1967.81,1.13079,0.48125,1.06354,0.96467,0.94521,0.98732,0.64433,1.30185,0.53302,1.24226,0.000154982,0.000154982,0.000154982
77,1994.3,1.11689,0.47871,1.06139,0.95727,0.94521,0.98835,0.64852,1.31296,0.53804,1.2429,0.000144161,0.000144161,0.000144161
78,2020.92,1.08968,0.4636,1.04889,0.9456,0.9589,0.98827,0.64634,1.29596,0.52713,1.24526,0.000133695,0.000133695,0.000133695
79,2047.66,1.12075,0.46603,1.06801,0.94646,0.96862,0.98778,0.65179,1.31302,0.53145,1.24929,0.000123596,0.000123596,0.000123596
80,2074.75,1.10421,0.47284,1.07049,0.96338,0.94521,0.98652,0.64876,1.30533,0.50918,1.24428,0.000113873,0.000113873,0.000113873
81,2101.72,1.07406,0.46956,1.06859,0.96416,0.95205,0.98808,0.64612,1.31779,0.51576,1.25149,0.000104537,0.000104537,0.000104537
82,2128.28,1.08592,0.51275,1.05609,0.96517,0.94912,0.9889,0.64405,1.32851,0.50993,1.25588,9.55951e-05,9.55951e-05,9.55951e-05
83,2154.69,1.09654,0.46197,1.06483,0.96385,0.94521,0.98811,0.64842,1.32019,0.5131,1.24994,8.70577e-05,8.70577e-05,8.70577e-05
84,2181.09,1.08165,0.46001,1.05829,0.95229,0.95702,0.98797,0.64476,1.32229,0.51676,1.25869,7.89327e-05,7.89327e-05,7.89327e-05
85,2207.77,1.06624,0.4444,1.04494,0.95228,0.95685,0.98778,0.64837,1.31643,0.52179,1.24914,7.12282e-05,7.12282e-05,7.12282e-05
86,2234.46,1.04701,0.44155,1.04174,0.96459,0.93836,0.98591,0.65284,1.31613,0.51011,1.25128,6.39518e-05,6.39518e-05,6.39518e-05
87,2261.88,1.05908,0.44675,1.03842,0.94579,0.95597,0.9876,0.65549,1.30979,0.51989,1.2408,5.71106e-05,5.71106e-05,5.71106e-05
88,2289.2,1.05428,0.44383,1.05674,0.96498,0.94377,0.98814,0.6509,1.30588,0.51071,1.24092,5.07115e-05,5.07115e-05,5.07115e-05
89,2315.95,1.07565,0.45949,1.054,0.96493,0.94239,0.98745,0.65284,1.31601,0.52173,1.24992,4.47606e-05,4.47606e-05,4.47606e-05
90,2343.36,1.07803,0.45708,1.06425,0.95289,0.95205,0.98638,0.64929,1.30628,0.51197,1.2419,3.9264e-05,3.9264e-05,3.9264e-05
91,2371.13,1.06348,0.43186,1.12908,0.96527,0.95194,0.98601,0.64267,1.32459,0.52281,1.25647,3.4227e-05,3.4227e-05,3.4227e-05
92,2397.23,1.03261,0.41499,1.08823,0.96377,0.95205,0.98574,0.63516,1.34224,0.52952,1.26849,2.96546e-05,2.96546e-05,2.96546e-05
93,2423.18,1.04652,0.41547,1.09675,0.96292,0.95205,0.98564,0.63969,1.32906,0.52739,1.25758,2.55513e-05,2.55513e-05,2.55513e-05
94,2449.02,1.03455,0.4133,1.09543,0.96444,0.95205,0.98533,0.63837,1.32778,0.53052,1.26022,2.19212e-05,2.19212e-05,2.19212e-05
95,2475,1.03813,0.41178,1.1027,0.96402,0.95205,0.98627,0.64153,1.32251,0.52183,1.25859,1.87678e-05,1.87678e-05,1.87678e-05
96,2500.83,1.02345,0.40667,1.09352,0.96074,0.95205,0.98612,0.64129,1.32884,0.52538,1.25856,1.60943e-05,1.60943e-05,1.60943e-05
97,2526.77,1.02459,0.40281,1.09958,0.95578,0.95205,0.98567,0.6474,1.32527,0.52541,1.25488,1.39032e-05,1.39032e-05,1.39032e-05
98,2552.54,1.01826,0.41092,1.10653,0.9565,0.95205,0.98605,0.65011,1.32151,0.52409,1.25543,1.21968e-05,1.21968e-05,1.21968e-05
99,2578.51,1.02283,0.41107,1.09877,0.96527,0.95187,0.98673,0.64613,1.32372,0.52361,1.25929,1.09768e-05,1.09768e-05,1.09768e-05
100,2604.49,1.02112,0.40461,1.10105,0.96522,0.95037,0.98681,0.64403,1.32401,0.5251,1.25979,1.02443e-05,1.02443e-05,1.02443e-05
