epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,1412.12,1.24548,0.59815,1.12135,0.96872,0.96575,0.99227,0.61454,1.38931,0.53782,1.25794,0.000381899,0.000381899,0.000381899
60,1435.64,1.24785,0.58297,1.11471,0.95715,0.9863,0.99266,0.63104,1.33703,0.48755,1.24604,0.000366899,0.000366899,0.000366899
61,1459.39,1.26426,0.56888,1.12561,0.9476,0.99097,0.99177,0.63072,1.37027,0.49892,1.25655,0.000352037,0.000352037,0.000352037
62,1482.96,1.27931,0.59313,1.14217,0.98483,0.94521,0.99121,0.62947,1.3521,0.50772,1.25649,0.000337325,0.000337325,0.000337325
63,1506.8,1.24574,0.57853,1.12145,0.95962,0.97652,0.99073,0.60398,1.41032,0.51434,1.27487,0.000322778,0.000322778,0.000322778
64,1530.94,1.24811,0.57526,1.1181,0.97214,0.95603,0.99132,0.61663,1.36952,0.51937,1.25748,0.000308412,0.000308412,0.000308412
65,1554.68,1.21769,0.56792,1.093,0.96277,0.9589,0.99008,0.62853,1.35225,0.52081,1.24661,0.000294239,0.000294239,0.000294239
66,1578.61,1.21502,0.57193,1.10297,0.97908,0.96181,0.99072,0.61254,1.37942,0.50046,1.26722,0.000280275,0.000280275,0.000280275
67,1602.46,1.2406,0.5604,1.12329,0.97009,0.95205,0.99034,0.62202,1.36292,0.49373,1.25424,0.000266532,0.000266532,0.000266532
68,1626.59,1.23923,0.55158,1.11275,0.96411,0.9589,0.99028,0.61906,1.38949,0.50696,1.26097,0.000253024,0.000253024,0.000253024
69,1651.04,1.23328,0.55194,1.11599,0.96137,0.96575,0.99122,0.61914,1.39255,0.50194,1.26006,0.000239766,0.000239766,0.000239766
70,1675.6,1.21158,0.56209,1.10389,0.9843,0.95205,0.99075,0.62317,1.36044,0.50235,1.25439,0.000226769,0.000226769,0.000226769
71,1700.11,1.23881,0.58867,1.13255,0.96508,0.94647,0.99019,0.63765,1.32975,0.50169,1.23719,0.000214046,0.000214046,0.000214046
72,1724.15,1.21082,0.55228,1.1049,0.96596,0.93836,0.99024,0.62979,1.35191,0.50895,1.24852,0.000201611,0.000201611,0.000201611
73,1747.72,1.21572,0.5655,1.10495,0.97786,0.93151,0.99027,0.62084,1.38559,0.52938,1.26379,0.000189475,0.000189475,0.000189475
74,1771.76,1.23869,0.54829,1.12549,0.96975,0.9589,0.99069,0.62395,1.35678,0.49391,1.24329,0.000177651,0.000177651,0.000177651
75,1795.91,1.21546,0.54451,1.11525,0.96122,0.96575,0.99057,0.61388,1.39214,0.50846,1.2646,0.000166149,0.000166149,0.000166149
76,1820.22,1.21208,0.54177,1.10545,0.97193,0.94874,0.98951,0.62952,1.3566,0.52148,1.24793,0.000154982,0.000154982,0.000154982
77,1844.54,1.22169,0.55307,1.09653,0.97213,0.95573,0.98995,0.63292,1.35257,0.51407,1.25123,0.000144161,0.000144161,0.000144161
78,1868.86,1.19427,0.54202,1.10181,0.96343,0.9589,0.99052,0.63002,1.34685,0.49494,1.24691,0.000133695,0.000133695,0.000133695
79,1893.12,1.20092,0.53932,1.09868,0.97295,0.9589,0.99164,0.63397,1.35397,0.49101,1.24758,0.000123596,0.000123596,0.000123596
80,1917.07,1.24821,0.56044,1.1496,0.98579,0.95045,0.99201,0.63013,1.36204,0.48892,1.25758,0.000113873,0.000113873,0.000113873
81,1941.3,1.19024,0.53125,1.08873,0.97221,0.95844,0.99235,0.62298,1.34849,0.49246,1.25532,0.000104537,0.000104537,0.000104537
82,1965.28,1.18297,0.53124,1.08047,0.97446,0.94521,0.99216,0.63351,1.3602,0.48951,1.25328,9.55951e-05,9.55951e-05,9.55951e-05
83,1989.82,1.19988,0.51707,1.11944,0.96572,0.96485,0.99133,0.63506,1.34344,0.48678,1.24494,8.70577e-05,8.70577e-05,8.70577e-05
84,2014.06,1.15606,0.5264,1.06181,0.9706,0.9589,0.9911,0.62729,1.34389,0.48893,1.2474,7.89327e-05,7.89327e-05,7.89327e-05
85,2038.08,1.20682,0.53421,1.10717,0.97217,0.95706,0.9911,0.62835,1.35879,0.49836,1.25103,7.12282e-05,7.12282e-05,7.12282e-05
86,2062.48,1.1868,0.52526,1.09435,0.97214,0.95599,0.98994,0.63295,1.33234,0.49783,1.23983,6.39518e-05,6.39518e-05,6.39518e-05
87,2086.76,1.16581,0.51731,1.08093,0.96907,0.95205,0.99106,0.63481,1.33722,0.49768,1.23986,5.71106e-05,5.71106e-05,5.71106e-05
88,2111.13,1.17862,0.52775,1.09387,0.94074,0.97852,0.99111,0.63025,1.34437,0.50061,1.24143,5.07115e-05,5.07115e-05,5.07115e-05
89,2135.02,1.20181,0.5329,1.0898,0.95238,0.9589,0.98982,0.63288,1.34188,0.50508,1.24311,4.47606e-05,4.47606e-05,4.47606e-05
90,2159.38,1.17625,0.52181,1.09168,0.93469,0.98018,0.99102,0.63019,1.34447,0.50393,1.24495,3.9264e-05,3.9264e-05,3.9264e-05
91,2181.64,1.13626,0.48052,1.15567,0.98554,0.93339,0.98931,0.61802,1.359,0.50375,1.25246,3.4227e-05,3.4227e-05,3.4227e-05
92,2203.5,1.13859,0.46486,1.15281,0.96543,0.95629,0.98948,0.6183,1.3533,0.50152,1.25253,2.96546e-05,2.96546e-05,2.96546e-05
93,2225.47,1.12648,0.46614,1.14597,0.9854,0.94521,0.98913,0.61792,1.35532,0.50361,1.25217,2.55513e-05,2.55513e-05,2.55513e-05
94,2247.59,1.12017,0.45594,1.14356,0.9839,0.94521,0.98926,0.61552,1.34882,0.49659,1.24953,2.19212e-05,2.19212e-05,2.19212e-05
95,2269.56,1.12379,0.46131,1.1441,0.94721,0.98317,0.99147,0.61515,1.35657,0.49467,1.2526,1.87678e-05,1.87678e-05,1.87678e-05
96,2290.79,1.11517,0.45781,1.13433,0.98197,0.94521,0.99158,0.60971,1.35232,0.48876,1.25064,1.60943e-05,1.60943e-05,1.60943e-05
97,2311.68,1.12494,0.45428,1.13347,0.9472,0.98291,0.99178,0.61089,1.35583,0.49248,1.25259,1.39032e-05,1.39032e-05,1.39032e-05
98,2332.2,1.11863,0.45937,1.14009,0.94727,0.98441,0.99179,0.61456,1.35623,0.49311,1.25343,1.21968e-05,1.21968e-05,1.21968e-05
99,2352.47,1.11827,0.45196,1.13657,0.94731,0.98524,0.99186,0.61545,1.3548,0.49475,1.25281,1.09768e-05,1.09768e-05,1.09768e-05
100,2371.95,1.11813,0.4537,1.13985,0.94728,0.98452,0.99193,0.61601,1.35369,0.49331,1.25172,1.02443e-05,1.02443e-05,1.02443e-05
