epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,4862.98,1.35471,0.63922,1.15754,0.94048,0.96575,0.98482,0.62677,1.35386,0.52264,1.25034,0.000701588,0.000701588,0.000701588
39,4958.76,1.33084,0.62587,1.16396,0.94829,0.93151,0.98439,0.61379,1.33092,0.5817,1.26009,0.000687222,0.000687222,0.000687222
40,5064.8,1.31326,0.62095,1.1502,0.91364,0.97945,0.98354,0.62535,1.34177,0.53637,1.26479,0.000672675,0.000672675,0.000672675
41,5207.12,1.305,0.6133,1.15318,0.91767,0.91611,0.98082,0.59428,1.35974,0.55341,1.27743,0.000657963,0.000657963,0.000657963
42,5347.66,1.31848,0.61303,1.15151,0.92438,0.95205,0.98227,0.61251,1.3389,0.56573,1.25685,0.000643101,0.000643101,0.000643101
43,5473.37,1.31165,0.59976,1.15175,0.91341,0.97945,0.9851,0.60865,1.35607,0.53321,1.26833,0.000628101,0.000628101,0.000628101
44,5565.96,1.31687,0.61501,1.15665,0.90561,0.98575,0.98467,0.62255,1.33681,0.56116,1.23905,0.000612981,0.000612981,0.000612981
45,5736.58,1.3167,0.60789,1.15933,0.94649,0.96929,0.98496,0.62093,1.32166,0.53024,1.23774,0.000597754,0.000597754,0.000597754
46,5898.98,1.29542,0.58954,1.14422,0.89046,0.9863,0.9809,0.61364,1.34624,0.54047,1.25206,0.000582435,0.000582435,0.000582435
47,6009.87,1.29109,0.60175,1.14216,0.92707,0.94521,0.98617,0.61128,1.36215,0.52514,1.25354,0.00056704,0.00056704,0.00056704
48,6119.93,1.3028,0.596,1.1542,0.93974,0.96134,0.98719,0.63306,1.32359,0.53027,1.2405,0.000551584,0.000551584,0.000551584
49,6264.33,1.30094,0.58661,1.15071,0.95476,0.93836,0.98685,0.61872,1.3796,0.5304,1.27956,0.000536081,0.000536081,0.000536081
50,6432.1,1.29798,0.60596,1.15587,0.93147,0.9589,0.98233,0.62299,1.33732,0.53582,1.24159,0.000520548,0.000520548,0.000520548
51,6560.72,1.29976,0.57521,1.15632,0.92141,0.9637,0.9847,0.6288,1.37417,0.55109,1.25914,0.000505,0.000505,0.000505
52,6664.05,1.28387,0.59114,1.13203,0.95693,0.91312,0.98505,0.62356,1.33337,0.5328,1.24854,0.000489452,0.000489452,0.000489452
53,6797.93,1.28945,0.58487,1.12345,0.92224,0.9748,0.9853,0.63179,1.32527,0.51564,1.23531,0.000473919,0.000473919,0.000473919
54,6929.71,1.26284,0.56934,1.13169,0.95371,0.95205,0.97838,0.62766,1.30256,0.52122,1.22364,0.000458416,0.000458416,0.000458416
55,7050.84,1.26833,0.57504,1.15622,0.94475,0.93693,0.98256,0.61962,1.34589,0.598,1.25258,0.00044296,0.00044296,0.00044296
56,7175.57,1.25591,0.56978,1.11879,0.93851,0.96575,0.97849,0.61516,1.33004,0.51813,1.2479,0.000427565,0.000427565,0.000427565
57,7320.17,1.25511,0.56417,1.13589,0.93351,0.96168,0.98553,0.62317,1.36041,0.51801,1.26693,0.000412246,0.000412246,0.000412246
58,7459.26,1.26302,0.55578,1.1337,0.92341,0.9589,0.9849,0.62149,1.34268,0.51125,1.23706,0.000397019,0.000397019,0.000397019
59,7564.01,1.24796,0.54497,1.13464,0.91956,0.9863,0.98239,0.62535,1.31926,0.5124,1.23587,0.000381899,0.000381899,0.000381899
60,7657.07,1.23524,0.5355,1.12408,0.93922,0.95262,0.98461,0.63108,1.34651,0.52095,1.24147,0.000366899,0.000366899,0.000366899
61,7795.41,1.23919,0.54507,1.11185,0.9584,0.91781,0.98114,0.60593,1.35296,0.52752,1.26016,0.000352037,0.000352037,0.000352037
62,7946.77,1.24268,0.52996,1.11298,0.93324,0.95743,0.98628,0.63745,1.32077,0.54464,1.24184,0.000337325,0.000337325,0.000337325
63,8042.35,1.24922,0.54754,1.13302,0.95844,0.94778,0.98647,0.64435,1.30504,0.52281,1.22361,0.000322778,0.000322778,0.000322778
64,8127,1.19537,0.5176,1.09359,0.95116,0.93379,0.98544,0.63888,1.33782,0.53986,1.24086,0.000308412,0.000308412,0.000308412
65,8274,1.21186,0.53005,1.10805,0.93377,0.96575,0.98587,0.64135,1.3105,0.512,1.21858,0.000294239,0.000294239,0.000294239
66,8414.39,1.20648,0.52869,1.10702,0.93757,0.9589,0.98618,0.62405,1.3403,0.4948,1.23074,0.000280275,0.000280275,0.000280275
67,8519.46,1.2173,0.52062,1.11188,0.97047,0.94521,0.98739,0.6374,1.32118,0.49552,1.2444,0.000266532,0.000266532,0.000266532
68,8628.47,1.18393,0.51521,1.09376,0.94213,0.95205,0.98657,0.6325,1.3181,0.51322,1.23602,0.000253024,0.000253024,0.000253024
69,8804.83,1.19845,0.50456,1.1047,0.97125,0.93836,0.98295,0.64916,1.31155,0.52843,1.23386,0.000239766,0.000239766,0.000239766
70,8988.82,1.16434,0.49956,1.086,0.95881,0.9567,0.98248,0.63146,1.3189,0.5193,1.24213,0.000226769,0.000226769,0.000226769
71,9095.62,1.19373,0.51574,1.09485,0.97598,0.91781,0.98287,0.62865,1.34482,0.52409,1.2534,0.000214046,0.000214046,0.000214046
72,9205.38,1.18281,0.52797,1.10413,0.97823,0.92322,0.98461,0.63883,1.32069,0.53034,1.25355,0.000201611,0.000201611,0.000201611
73,9376.38,1.18103,0.5085,1.08321,0.95813,0.94054,0.98637,0.65142,1.30893,0.50722,1.23938,0.000189475,0.000189475,0.000189475
74,9510.55,1.1719,0.49777,1.10669,0.93896,0.94822,0.98329,0.64654,1.30358,0.52612,1.22833,0.000177651,0.000177651,0.000177651
75,9623.05,1.16416,0.49414,1.09195,0.97202,0.9518,0.98052,0.64992,1.2779,0.49742,1.21668,0.000166149,0.000166149,0.000166149
76,9736.1,1.17433,0.50474,1.08206,0.97431,0.93836,0.98442,0.65314,1.29036,0.50935,1.22113,0.000154982,0.000154982,0.000154982
77,9901.11,1.17993,0.51115,1.08664,0.97194,0.9489,0.98254,0.64432,1.30522,0.4975,1.2217,0.000144161,0.000144161,0.000144161
78,10061.2,1.14961,0.49196,1.07181,0.97167,0.93977,0.98202,0.64657,1.29389,0.49729,1.22117,0.000133695,0.000133695,0.000133695
79,10171.7,1.16127,0.48455,1.08867,0.96927,0.93836,0.98611,0.64738,1.29281,0.50501,1.21697,0.000123596,0.000123596,0.000123596
80,10270.2,1.16412,0.50065,1.09519,0.97171,0.94109,0.97498,0.63736,1.30789,0.50321,1.22999,0.000113873,0.000113873,0.000113873
81,10425.6,1.12973,0.48946,1.09295,0.97856,0.93797,0.98482,0.64686,1.32204,0.52046,1.2436,0.000104537,0.000104537,0.000104537
82,10562.2,1.16255,0.54554,1.07778,0.9634,0.9589,0.98341,0.65182,1.30513,0.49627,1.23295,9.55951e-05,9.55951e-05,9.55951e-05
83,10669.4,1.14626,0.49503,1.08817,0.9627,0.95205,0.9851,0.64498,1.30525,0.50794,1.22506,8.70577e-05,8.70577e-05,8.70577e-05
84,10773.1,1.14065,0.49569,1.08397,0.95925,0.94521,0.98483,0.63932,1.33272,0.50435,1.24312,7.89327e-05,7.89327e-05,7.89327e-05
85,10894.8,1.12291,0.4684,1.06311,0.95438,0.95205,0.98398,0.64796,1.30706,0.49774,1.23563,7.12282e-05,7.12282e-05,7.12282e-05
86,11058.3,1.10152,0.47316,1.06357,0.96387,0.94521,0.98341,0.65616,1.29427,0.49612,1.22936,6.39518e-05,6.39518e-05,6.39518e-05
87,11142.2,1.12773,0.48119,1.06294,0.95659,0.94521,0.98283,0.65223,1.29779,0.51729,1.22838,5.71106e-05,5.71106e-05,5.71106e-05
88,11234.7,1.11622,0.48444,1.07848,0.96226,0.95205,0.9822,0.6553,1.30046,0.50815,1.23199,5.07115e-05,5.07115e-05,5.07115e-05
89,11398.2,1.13949,0.48921,1.07792,0.97198,0.9504,0.97987,0.64521,1.31768,0.51697,1.24176,4.47606e-05,4.47606e-05,4.47606e-05
90,11572.4,1.13878,0.49654,1.08156,0.97119,0.95205,0.98164,0.63717,1.3234,0.51277,1.24119,3.9264e-05,3.9264e-05,3.9264e-05
91,11687.4,1.11413,0.45201,1.15603,0.9718,0.94521,0.98074,0.6352,1.33264,0.51329,1.2491,3.4227e-05,3.4227e-05,3.4227e-05
92,11816.5,1.10753,0.4431,1.1219,0.96447,0.94521,0.98012,0.63829,1.33317,0.51452,1.25524,2.96546e-05,2.96546e-05,2.96546e-05
93,11964.2,1.10396,0.43602,1.12021,0.97171,0.94521,0.97861,0.63954,1.3265,0.51455,1.24622,2.55513e-05,2.55513e-05,2.55513e-05
94,12147.2,1.08989,0.437,1.121,0.95757,0.94521,0.98062,0.64092,1.32957,0.51689,1.25052,2.19212e-05,2.19212e-05,2.19212e-05
95,12269.2,1.09766,0.43319,1.13003,0.97156,0.93595,0.98126,0.64565,1.32594,0.51273,1.24722,1.87678e-05,1.87678e-05,1.87678e-05
96,12412.9,1.09124,0.4331,1.1232,0.96521,0.95005,0.98133,0.64392,1.3254,0.50945,1.24723,1.60943e-05,1.60943e-05,1.60943e-05
97,12566.3,1.0769,0.42456,1.12387,0.96548,0.94521,0.98146,0.64957,1.31638,0.50788,1.24261,1.39032e-05,1.39032e-05,1.39032e-05
98,12736.5,1.07885,0.43545,1.13383,0.96514,0.94816,0.98164,0.64943,1.32092,0.51656,1.24659,1.21968e-05,1.21968e-05,1.21968e-05
99,12847.2,1.07288,0.4371,1.11798,0.96772,0.94521,0.98077,0.64708,1.32244,0.51415,1.24894,1.09768e-05,1.09768e-05,1.09768e-05
100,12979.8,1.08371,0.42926,1.12743,0.97056,0.94521,0.98181,0.64735,1.31701,0.51379,1.24409,1.02443e-05,1.02443e-05,1.02443e-05
