epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,440.268,1.39771,0.69494,1.19763,0.92954,1,0.98883,0.60062,1.37388,0.59016,1.26565,0.000886404,0.000886404,0.000886404
24,458.623,1.37692,0.70573,1.18045,0.91845,0.95205,0.97727,0.61144,1.34636,0.59974,1.25088,0.000876305,0.000876305,0.000876305
25,477.067,1.36152,0.68576,1.16744,0.93459,0.97945,0.98695,0.59482,1.41777,0.56699,1.27636,0.000865839,0.000865839,0.000865839
26,495.525,1.36847,0.67795,1.18357,0.933,0.9589,0.9813,0.60091,1.38737,0.61528,1.27281,0.000855018,0.000855018,0.000855018
27,514.14,1.35694,0.68352,1.16771,0.93449,0.97701,0.98794,0.60769,1.37944,0.55526,1.2686,0.000843851,0.000843851,0.000843851
28,532.455,1.37293,0.6383,1.18585,0.97217,0.95205,0.99012,0.62464,1.34475,0.5328,1.26636,0.000832349,0.000832349,0.000832349
29,550.862,1.33931,0.6454,1.17436,0.9467,0.97332,0.98679,0.60652,1.3799,0.56525,1.26997,0.000820525,0.000820525,0.000820525
30,569.251,1.35416,0.66213,1.17146,0.94644,0.96831,0.98736,0.6119,1.34222,0.54844,1.24533,0.000808389,0.000808389,0.000808389
31,587.66,1.34824,0.65527,1.17575,0.9369,0.97945,0.98672,0.61413,1.36984,0.55236,1.27262,0.000795954,0.000795954,0.000795954
32,606.114,1.3494,0.63457,1.15734,0.9564,0.9589,0.98879,0.61538,1.36796,0.56762,1.28745,0.000783231,0.000783231,0.000783231
33,624.616,1.33171,0.66293,1.15927,0.95225,0.95614,0.98739,0.62502,1.34825,0.57491,1.2606,0.000770234,0.000770234,0.000770234
34,643.021,1.34699,0.64351,1.16111,0.95002,0.97945,0.98758,0.62318,1.36302,0.5758,1.25462,0.000756976,0.000756976,0.000756976
35,661.545,1.38059,0.64395,1.17527,0.95634,0.96575,0.98929,0.62176,1.3291,0.52924,1.23935,0.000743468,0.000743468,0.000743468
36,680.024,1.3328,0.64502,1.15466,0.96382,0.96575,0.99137,0.61162,1.34479,0.54416,1.25717,0.000729725,0.000729725,0.000729725
37,698.349,1.31584,0.6462,1.14859,0.94526,0.9463,0.98701,0.61779,1.35122,0.55417,1.25214,0.000715761,0.000715761,0.000715761
38,716.762,1.33826,0.63016,1.14359,0.97527,0.94521,0.98737,0.62355,1.36148,0.61519,1.25603,0.000701588,0.000701588,0.000701588
39,735.321,1.32932,0.63183,1.15445,0.96263,0.94521,0.98695,0.61337,1.37052,0.5823,1.25971,0.000687222,0.000687222,0.000687222
40,753.835,1.30093,0.61987,1.13776,0.94385,0.96575,0.98511,0.62062,1.36984,0.55535,1.264,0.000672675,0.000672675,0.000672675
41,772.224,1.28889,0.60752,1.13791,0.94801,0.9589,0.9879,0.61919,1.35817,0.54882,1.25762,0.000657963,0.000657963,0.000657963
42,790.569,1.31395,0.62517,1.1474,0.97133,0.92835,0.98962,0.63162,1.34479,0.6349,1.24815,0.000643101,0.000643101,0.000643101
43,809.032,1.31863,0.6207,1.14731,0.94072,0.93836,0.97375,0.59457,1.39351,0.58356,1.28659,0.000628101,0.000628101,0.000628101
44,827.456,1.31185,0.62784,1.14882,0.95193,0.94949,0.98867,0.61681,1.3449,0.56032,1.27154,0.000612981,0.000612981,0.000612981
45,845.827,1.28248,0.59641,1.13645,0.97843,0.93196,0.98976,0.60285,1.41523,0.56218,1.27178,0.000597754,0.000597754,0.000597754
46,864.094,1.28502,0.59711,1.13383,0.95898,0.96083,0.98937,0.62497,1.37271,0.56411,1.25697,0.000582435,0.000582435,0.000582435
47,882.563,1.29974,0.61161,1.13677,0.94614,0.96262,0.98858,0.61636,1.39413,0.55233,1.28164,0.00056704,0.00056704,0.00056704
48,900.835,1.30322,0.60154,1.14803,0.95198,0.9863,0.98998,0.62659,1.35987,0.52015,1.25501,0.000551584,0.000551584,0.000551584
49,919.166,1.29735,0.60413,1.13953,0.92912,0.98767,0.98944,0.64036,1.33308,0.51548,1.24383,0.000536081,0.000536081,0.000536081
50,937.583,1.2877,0.60916,1.151,0.9396,0.9726,0.98676,0.62839,1.33385,0.52107,1.238,0.000520548,0.000520548,0.000520548
51,956.054,1.28706,0.59076,1.14177,0.95488,0.9726,0.98791,0.6255,1.3272,0.51516,1.23754,0.000505,0.000505,0.000505
52,974.398,1.28536,0.59115,1.12495,0.97227,0.96051,0.99155,0.62854,1.33199,0.50195,1.2371,0.000489452,0.000489452,0.000489452
53,992.794,1.28527,0.58399,1.11548,0.96629,0.98176,0.99126,0.64051,1.30353,0.52236,1.24015,0.000473919,0.000473919,0.000473919
54,1011.15,1.27668,0.58244,1.13209,0.97421,0.96575,0.99234,0.61765,1.38299,0.50403,1.2676,0.000458416,0.000458416,0.000458416
55,1029.67,1.26916,0.59742,1.14325,0.95637,0.9726,0.99138,0.62505,1.35378,0.49848,1.2428,0.00044296,0.00044296,0.00044296
56,1048.14,1.26847,0.57178,1.10789,0.95842,0.9726,0.99019,0.63935,1.32766,0.55111,1.23355,0.000427565,0.000427565,0.000427565
57,1066.6,1.2659,0.57951,1.13327,0.95043,0.97945,0.98724,0.63858,1.30462,0.56284,1.23074,0.000412246,0.000412246,0.000412246
58,1084.95,1.26136,0.57478,1.12362,0.94561,0.96575,0.98742,0.63674,1.34122,0.56716,1.22481,0.000397019,0.000397019,0.000397019
59,1103.31,1.26139,0.57078,1.13731,0.95913,0.97945,0.98823,0.63676,1.34806,0.53301,1.23013,0.000381899,0.000381899,0.000381899
60,1121.72,1.23399,0.55009,1.11794,0.97597,0.94521,0.98401,0.63297,1.36744,0.57068,1.24315,0.000366899,0.000366899,0.000366899
61,1140.17,1.2683,0.5661,1.11418,0.97866,0.94237,0.98867,0.63064,1.34928,0.5045,1.23415,0.000352037,0.000352037,0.000352037
62,1158.52,1.25423,0.55234,1.10993,0.97151,0.93836,0.98755,0.63526,1.359,0.53332,1.23585,0.000337325,0.000337325,0.000337325
63,1176.83,1.23,0.5609,1.11379,0.94856,0.97945,0.98912,0.63292,1.34663,0.51862,1.23792,0.000322778,0.000322778,0.000322778
64,1195.18,1.20584,0.54882,1.08851,0.97131,0.92749,0.98689,0.63014,1.33006,0.5569,1.21989,0.000308412,0.000308412,0.000308412
65,1213.57,1.21859,0.55406,1.09878,0.92843,0.9863,0.98108,0.64013,1.32547,0.54037,1.22653,0.000294239,0.000294239,0.000294239
66,1231.84,1.20309,0.55263,1.0985,0.95265,0.96466,0.99075,0.63549,1.33858,0.51716,1.25068,0.000280275,0.000280275,0.000280275
67,1250.29,1.19841,0.53639,1.09981,0.95316,0.97945,0.98943,0.63729,1.3382,0.52323,1.23623,0.000266532,0.000266532,0.000266532
68,1268.66,1.18674,0.53731,1.0891,0.951,0.96575,0.98847,0.64036,1.34052,0.5423,1.23745,0.000253024,0.000253024,0.000253024
69,1287.04,1.19887,0.52144,1.1005,0.93503,0.98574,0.99064,0.63344,1.3525,0.50947,1.25415,0.000239766,0.000239766,0.000239766
70,1305.5,1.18118,0.52309,1.08754,0.95997,0.9589,0.98946,0.63701,1.3335,0.53029,1.25281,0.000226769,0.000226769,0.000226769
71,1324.04,1.20131,0.52789,1.08632,0.93957,0.9863,0.99079,0.64621,1.32059,0.49851,1.23472,0.000214046,0.000214046,0.000214046
72,1342.46,1.19022,0.54582,1.09348,0.96521,0.95007,0.99063,0.64144,1.31383,0.50182,1.23712,0.000201611,0.000201611,0.000201611
73,1360.92,1.191,0.52716,1.07894,0.96351,0.9589,0.98948,0.6459,1.32174,0.50761,1.24697,0.000189475,0.000189475,0.000189475
74,1379.24,1.20092,0.51975,1.11387,0.97243,0.93836,0.99003,0.64073,1.32587,0.51149,1.23742,0.000177651,0.000177651,0.000177651
75,1397.64,1.17208,0.5181,1.08509,0.96524,0.95104,0.99083,0.64202,1.31699,0.51559,1.22915,0.000166149,0.000166149,0.000166149
76,1416.07,1.19452,0.52645,1.07834,0.97819,0.92158,0.98793,0.63774,1.32496,0.51634,1.23743,0.000154982,0.000154982,0.000154982
77,1434.41,1.19583,0.54266,1.08307,0.95211,0.95318,0.98766,0.63589,1.32404,0.52071,1.23733,0.000144161,0.000144161,0.000144161
78,1452.81,1.15787,0.51819,1.06536,0.9709,0.95205,0.98943,0.65009,1.32577,0.52147,1.22843,0.000133695,0.000133695,0.000133695
79,1471.2,1.17589,0.51503,1.0806,0.95892,0.95941,0.9897,0.64658,1.31058,0.52284,1.22698,0.000123596,0.000123596,0.000123596
80,1489.42,1.18727,0.52164,1.09498,0.94723,0.9726,0.98935,0.65066,1.31045,0.5012,1.23543,0.000113873,0.000113873,0.000113873
81,1507.65,1.1468,0.51292,1.0917,0.95185,0.95205,0.98537,0.64915,1.28925,0.52409,1.21795,0.000104537,0.000104537,0.000104537
82,1525.92,1.16616,0.54382,1.07728,0.96536,0.95446,0.99099,0.64444,1.30552,0.48665,1.23281,9.55951e-05,9.55951e-05,9.55951e-05
83,1544.26,1.16356,0.5198,1.08549,0.9586,0.9589,0.9907,0.64344,1.30797,0.51112,1.22506,8.70577e-05,8.70577e-05,8.70577e-05
84,1562.59,1.15125,0.51248,1.07491,0.95868,0.95337,0.98987,0.64627,1.31374,0.51121,1.23147,7.89327e-05,7.89327e-05,7.89327e-05
85,1580.95,1.13363,0.49546,1.05988,0.94647,0.96891,0.99074,0.64044,1.32722,0.50278,1.2371,7.12282e-05,7.12282e-05,7.12282e-05
86,1599.32,1.12729,0.49614,1.06495,0.96165,0.9589,0.99058,0.64907,1.30701,0.49522,1.23273,6.39518e-05,6.39518e-05,6.39518e-05
87,1617.61,1.12407,0.50198,1.05625,0.96497,0.94348,0.99052,0.64642,1.30732,0.50531,1.23235,5.71106e-05,5.71106e-05,5.71106e-05
88,1635.87,1.12974,0.49925,1.07568,0.9279,0.9863,0.99075,0.64313,1.31832,0.50213,1.23597,5.07115e-05,5.07115e-05,5.07115e-05
89,1654.15,1.14739,0.5058,1.07256,0.98476,0.91781,0.98657,0.64265,1.32173,0.51162,1.2456,4.47606e-05,4.47606e-05,4.47606e-05
90,1672.54,1.15876,0.51083,1.08469,0.9221,0.97292,0.98641,0.63803,1.31938,0.50976,1.23807,3.9264e-05,3.9264e-05,3.9264e-05
91,1690.34,1.11406,0.46622,1.14821,0.9886,0.91781,0.98878,0.64045,1.32295,0.49499,1.24049,3.4227e-05,3.4227e-05,3.4227e-05
92,1707.87,1.12646,0.46137,1.12257,0.98537,0.92282,0.98958,0.64247,1.31637,0.49191,1.24439,2.96546e-05,2.96546e-05,2.96546e-05
93,1725.49,1.12958,0.46201,1.13131,0.98537,0.92288,0.9893,0.6416,1.32048,0.50188,1.2384,2.55513e-05,2.55513e-05,2.55513e-05
94,1743.06,1.1101,0.45907,1.12751,0.98106,0.91781,0.98533,0.64024,1.31596,0.50499,1.23953,2.19212e-05,2.19212e-05,2.19212e-05
95,1760.75,1.10472,0.45514,1.13104,0.98539,0.92409,0.98795,0.64079,1.31794,0.49866,1.2436,1.87678e-05,1.87678e-05,1.87678e-05
96,1778.35,1.11464,0.46196,1.12606,0.97817,0.92052,0.98818,0.64119,1.31497,0.49757,1.24231,1.60943e-05,1.60943e-05,1.60943e-05
97,1795.89,1.09351,0.44125,1.1297,0.96982,0.93151,0.98814,0.64406,1.31166,0.50325,1.23702,1.39032e-05,1.39032e-05,1.39032e-05
98,1813.42,1.09948,0.45573,1.13917,0.98689,0.91096,0.98901,0.64592,1.30888,0.50197,1.23696,1.21968e-05,1.21968e-05,1.21968e-05
99,1831.06,1.09326,0.45468,1.12748,0.99257,0.9153,0.98733,0.64211,1.30957,0.50286,1.23882,1.09768e-05,1.09768e-05,1.09768e-05
100,1848.63,1.09113,0.44783,1.1295,0.99257,0.9147,0.98562,0.64165,1.31153,0.50218,1.2397,1.02443e-05,1.02443e-05,1.02443e-05
